case_id,distance,edges,emergency,exact,found,nodes,oracle,path_distance,ratio,seed,solver,steps,strategy,time_ms,topology,valid,within10,work
40,78.0,2382,False,True,True,1356,False,78.0,1.0,1,dijkstra,1356,,11.9495070002813,spiral,True,True,4762
40,78.0,2382,False,True,True,1356,False,78.0,1.0,1,bidir,813,,15.804012000444345,spiral,True,True,2779
40,78.0,2382,False,True,True,1356,False,78.0,1.0,1,astar,1356,,12.70576400020218,spiral,True,True,4762
40,78.0,2382,False,True,True,1356,False,78.0,1.0,1,dg5_clean,3009,,36.70304500064958,spiral,True,True,11087
40,78.0,2382,False,True,True,1356,False,78.0,1.0,1,dg6,4,grid_detour,3.5524110007827403,spiral,True,True,78
41,78.0,2382,False,True,True,1356,False,78.0,1.0,2,dijkstra,1356,,12.90718700056459,spiral,True,True,4762
41,78.0,2382,False,True,True,1356,False,78.0,1.0,2,bidir,813,,16.54944300025818,spiral,True,True,2779
41,78.0,2382,False,True,True,1356,False,78.0,1.0,2,astar,1356,,12.582328999997117,spiral,True,True,4762
41,78.0,2382,False,True,True,1356,False,78.0,1.0,2,dg5_clean,3009,,38.20204899966484,spiral,True,True,11087
41,78.0,2382,False,True,True,1356,False,78.0,1.0,2,dg6,4,grid_detour,2.664786999957869,spiral,True,True,78
42,38.0,583,False,True,True,351,False,38.0,1.0,0,dijkstra,351,,2.104123999743024,random_obstacles,True,True,1164
42,38.0,583,False,True,True,351,False,38.0,1.0,0,bidir,333,,4.062617999807117,random_obstacles,True,True,1111
42,38.0,583,False,True,True,351,False,38.0,1.0,0,astar,342,,2.1601680000458146,random_obstacles,True,True,1145
42,38.0,583,False,True,True,351,False,38.0,1.0,0,dg5_clean,90,,3.1294559994421434,random_obstacles,True,True,1605
42,38.0,583,False,True,True,351,False,38.0,1.0,0,dg6,4,geometric_corridor,1.95642200014845,random_obstacles,True,True,158
43,38.0,565,False,True,True,343,False,38.0,1.0,1,dijkstra,343,,2.32599700029823,random_obstacles,True,True,1128
