case_id,critical_path_speedup,distance_ratio,efficiency,found,logical_speedup,nodes,serial_fraction,topology,valid,wall_speedup,worker_utilization,workers
4,1.0,1.0,1.0,True,1.0,4900,0.5,open,True,1.0,1.0,1
4,1.991869918699187,1.0,0.9959349593495935,True,1.991869918699187,4900,0.3342391304347826,open,True,1.0078544660821502,0.9959349593495935,2
4,1.7162872154115587,1.0,0.37925696594427244,True,1.5170278637770898,4900,0.20195439739413681,open,True,0.6501425282608407,0.9879032258064516,4
4,2.960725075528701,1.0,0.3002450980392157,True,2.4019607843137254,4900,0.11472448057813911,open,True,0.5358081363567982,0.9645669291338582,8
5,1.0,1.0,1.0,True,1.0,4900,0.5,open,True,1.0,1.0,1
5,1.991869918699187,1.0,0.9959349593495935,True,1.991869918699187,4900,0.3342391304347826,open,True,1.050770479946034,0.9959349593495935,2
5,1.7162872154115587,1.0,0.37925696594427244,True,1.5170278637770898,4900,0.20195439739413681,open,True,0.6612339869445876,0.9879032258064516,4
5,2.960725075528701,1.0,0.3002450980392157,True,2.4019607843137254,4900,0.11472448057813911,open,True,0.5598309883227367,0.9645669291338582,8
6,1.0,1.0,1.0,True,1.0,381,0.5,wall,True,1.0,1.0,1
6,0.5735294117647058,1.0,0.203125,True,0.40625,381,0.3389830508474576,wall,True,0.374777769352211,0.975,2
6,0.4936708860759494,1.0,0.078,True,0.312,381,0.22,wall,True,0.20675654255952708,0.8863636363636364,4
6,0.6842105263157895,1.0,0.05298913043478261,True,0.42391304347826086,381,0.15827338129496402,wall,True,0.1680853523647306,0.6647727272727273,8
7,1.0,1.0,1.0,True,1.0,381,0.5,wall,True,1.0,1.0,1
7,0.5735294117647058,1.0,0.203125,True,0.40625,381,0.3389830508474576,wall,True,0.35090107654895625,0.975,2
7,0.5131578947368421,1.0,0.0819327731092437,True,0.3277310924369748,381,0.22,wall,True,0.1958749050025278,0.8863636363636364,4
7,0.5693430656934306,1.0,0.04391891891891892,True,0.35135135135135137,381,0.15476190476190477,wall,True,0.1381946426214111,0.6826923076923077,8
8,1.0,1.0,1.0,True,1.0,1561,0.5,wall,True,1.0,1.0,1
8,1.9873417721518987,1.0,0.9936708860759493,True,1.9873417721518987,1561,0.3347457627118644,wall,True,1.0270323388541645,0.9936708860759493,2
8,1.4604651162790698,1.0,0.2951127819548872,True,1.1804511278195489,1561,0.20707070707070707,wall,True,0.5265003200263677,0.9573170731707317,4
8,1.3305084745762712,1.0,0.11544117647058824,True,0.9235294117647059,1561,0.12290502793296089,wall,True,0.32712361362464315,0.8920454545454546,8
9,1.0,1.0,1.0,True,1.0,1561,0.5,wall,True,1.0,1.0,1
9,1.9873417721518987,1.0,0.9936708860759493,True,1.9873417721518987,1561,0.3347457627118644,wall,True,0.9894684961042015,0.9936708860759493,2
9,1.4604651162790698,1.0,0.2951127819548872,True,1.1804511278195489,1561,0.20707070707070707,wall,True,0.5259970849031942,0.9573170731707317,4
9,1.3361702127659574,1.0,0.11612426035502958,True,0.9289940828402367,1561,0.12290502793296089,wall,True,0.31323176901961053,0.8920454545454546,8
10,1.0,1.0,1.0,True,1.0,4831,0.5,wall,True,1.0,1.0,1
10,1.991769547325103,1.0,0.9958847736625515,True,1.991769547325103,4831,0.3342503438789546,wall,True,1.0374646684547324,0.9958847736625515,2
10,1.6923076923076923,1.0,0.37003058103975534,True,1.4801223241590213,4831,0.2019785655399835,wall,True,0.6686356718714752,0.9877551020408163,4
10,3.025,1.0,0.3118556701030928,True,2.4948453608247423,4831,0.11517367458866545,wall,True,0.5649900239080329,0.9603174603174603,8
11,1.0,1.0,1.0,True,1.0,4831,0.5,wall,True,1.0,1.0,1
11,1.991769547325103,1.0,0.9958847736625515,True,1.991769547325103,4831,0.3342503438789546,wall,True,1.0289612070578809,0.9958847736625515,2
11,2.4506329113924052,1.0,0.521551724137931,True,2.086206896551724,4831,0.20375,wall,True,0.82453689972828,0.9769938650306749,4
11,3.0440251572327046,1.0,0.3151041666666667,True,2.5208333333333335,4831,0.11517367458866545,wall,True,0.6013427428489254,0.9603174603174603,8
12,1.0,1.0,1.0,True,1.0,362,0.5,double_wall,True,1.0,1.0,1
